id,aspect_class,sentiment_class,comment_text
608,,,ka regi di menit ke ada penampakan nya kaa di samping toko
609,,,kak regi maaf ya itu tulisan nya ngga kelihatan
610,,,biasanya iklan
611,,,bank terkait kami bank kah penculikan kalian membikin kamar nangis
613,,,terimakasih kak reggie sudah membuat aku senang terimakasih sekali
614,,,gara pas gw jadi inget kalo gw blom matiin air di kamar mandi
615,,,dowload nya di mana sihh
616,,,dataddod
617,,,keren banget bg seratus persen untuk abg gggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg bangetr
618,,,aku sudah mengirimkan viktor ke viktor part paling ngkak
619,,,namagemyaapabag
620,,,bang mau tau kepanjangan viktor kalau mau tau aku tulis di coment vikiran kotor
621,,,nyanyi ibunya udah meninggal itu hantu
622,,,miawaug itunya gambarnya nggak dimatiin
623,,,zaman pertengahan
624,,,itu mah udalama
625,,,bang miawaug gak ada nama game obsessed night shift
626,,,kalian tim yang kalo tidur lampu nyala atau mati
627,,,malingnya aneh
628,,,aku suka
629,,,sayasaya
630,,,bagus
631,,,pelakunya ternyata anaknya pak arya sendiri kan di scene akhir anknya ikutan ilmg juga hmmzz menarik
632,,,lo hlo
633,,,ilma rozz
634,,,ilma
635,,,aku gak dapetin game
636,,,gg bang
637,,,gila gak ekspek game indo bagus banget nunggu gta main di server gta roleplay ku dulu aja imeroleplay tempat top up terbaikku cuma di cari cuan tambahan jadi clipper di join discord komunitas roblox paling rame se indo join komunitas studio game roblox ku koleksi tcg pribadiku beli kebutuhan tcg di tokoku bbrosvault festival motionimefest follow instagram ku
638,,,bang aku belum di absen
639,,,bang main ini lagi bang
640,,,cassie nya mirip lucy cp
641,,,lanjutin bg
642,,,keselll bgt sm bg windah mainnya
643,,,download game kya gini dimana yaaa
644,,,bang win kapan lanjutinn kulonikuuu
645,,,lanjutkannnnn
646,,,mana bang game lainnya
647,,,mana lanjutannya woi
648,,,aku suka gim spt ini bang
649,,,lanjutkan bang game bagus ini bang
650,,,seru banget bang windahhh lanjut sampe episode
651,,,mau di like bg windah
652,,,lucuuu
653,,,teman kenalanku ngerjain buat karakter desainnya bangg seneng bgt bang windah mainin game gambir studio dari yogyakarta
654,,,akuuu sukaa jadi laper nontonnyaaa
655,,,nama game nya apa bang
656,,,bang kok gajadi live ini lagi aku nungguin padahal pas tgl
657,,,yg versi android apa dong
658,,,allakon bocil kematian
659,,,apalah ada diplaystore bang
660,,,suarany bkin ange deh
661,,,udah jelas minta agak asin dan asin itu bisa pake kecap manis 1x lah kecap manis kan ada lambang manis dan lambang asin gimana sih malah kasih kecap manis banyak banget ya jadinya manis asin banget itu
662,,,aku sangat enjoy sekali nonton game ini
663,,,keliatan enak bgt baksonya ngiler
664,,,game nya seruu bangett dan karakter nya pun bedabeda i like it thanks bang windah udah mainin game ini
665,,,gamenya bisa dimainin di hp kah lucuu banget pengen main
666,,,lanjut terus sampe tamat bang windah game nya bagus bang worth it buat ditamatin
667,,,bener2 serem kuburan di thailand join discordku motionime join instagram ekspedisi naik gunung motionime follow instagram ku festival motionimefest toko top up game ku windah topup
670,,,bang main ff
671,,,absen
672,,,enggak ada di situ korek
673,,,bang coba main goat simulator
674,,,bang coba game selendrina
675,,,semangat selalu bang windah
676,,,seru nih
677,,,cuma kamu tiada yg lain
678,,,dia bicara apa sih
679,,,iya seram
680,,,pusing gw co
682,,,kaget bet plis sampe hp gue aja jatuh ke muka
683,,,bisa main no straight roads nggak
684,,,saya bang
685,,,zayn
686,,,danonomali
687,,,gua tau itu doa budda gua agama budda
688,,,bang
689,,,korea asia nanti kalau ada anomali
690,,,serem bgt bg setan thailand
691,,,bangcobamainnigmzunomali
692,,,bang semangat yah
693,,,bang rumah nya di mana
694,,,kalo sawit the tower
695,,,aku mau roblox jadi warna warni bosen warna biru
697,,,antekantek asing
698,,,buatan dimana ini
699,,,bang main apm
700,,,mohon maaf lahir dan batin
701,,,banteng abang
702,,,ada lagi bang tower of jump
704,,,asik
705,,,bang kayak nya kamu liburan deh
706,,,katanya malay nanti gabisa jugak jika kekerasan meningkat salam dari malaysia
707,,,walah pdi tower
708,,,semangat bang ngontennyaaa
709,,,bang banteng mareh bang banteng mareh bang banteng
710,,,nama tower nya tower banteng m3rah kalau gak salah udah di hapus
711,,,merah merah
713,,,tadi background tower nya banteng merah
714,,,ada yang main susanh ngapalin nama nya mineplay cossplay
715,,,p maksud
716,,,bang mainin map baru aku please mapfree shorcut robi laser x
717,,,banjir tower banteng merah
718,,,buset banteng merah cokk
719,,,pasti diluar rumah bg capi langsung ada suara amang amang baksoso bakso
720,,,yang nonton sini ngumpul
721,,,aku kayak mau nonton karena aku pena saran tapi aku juga takut banger
722,,,bang main game grany lagi
723,,,bang regi kapan lagi main game ff
724,,,baru aja nonton tapi inilatar lokasinya mirip she was ya
725,,,kok bangunannya yang dilantai dasar bukan basement itu mirip di game she was ya
726,,,som1 som2 som5
727,,,ihh mirip she was rumahnya
728,,,iii takut nyaa
729,,,lah ini mirip bener indoor nya sama game yang nenek umur wkwk cuma beda di basement
730,,,bang reggy kaget
731,,,nangis plcc gr kget truss tpi seruu
732,,,kak reggie rmhnya kayak rumah yg di game she was ngak prasan ya
733,,,yeyeyeyey
734,,,pliss ini paling ngeriiii
735,,,map rumahnya mirip bet ama game yang nenek nenek umur tahun itu
736,,,banyakin game horor
737,,,tunggu tunggu kok kaya kenal ya rumah nya
740,,,rumahnya mirip she was
741,,,game nya mirip she was persis bgt rumahnya
742,,,menit kaya game she was
743,,,sumpah kak reggie ini game nya struktur rumah nya kaya game she was kakkk
744,,,ka regi ade saya yg umur tahun juga ga kaget tapi saya sendiri nntonnya sambil nutup mata
745,,,seruuuuuuu bangat
746,,,walaweeee apalagi tuu
747,,,nonton konten kak regi diulabg2 terus wwkwkwk
748,,,aku belum mulai kaget
749,,,bg ayah nya sama kayak ayah ku suka marah dan dari kecil aku gak pernah dirayain ulang tahun sampay sekarang dan kadang aku dipukul ayah ku
750,,,sedih nya
751,,,kok gw ya yg pengen tidur
753,,,bapak kejam yang jahat tapi bapakku baikbaik amat bayi ama tumben ndak pukul tumben tak tampar jadi bayi bapakku saya jadi tapi kalau game itu jahat bapaknya jam lagi bapaknya bapakku tidak jahat tapi baik
754,,,ada juga game kok begitu di hpku nonton ini dari hpku bisa aku download
755,,,toyota kg di
756,,,saya pernah dengar lagu itu dari film di youtube saya pernah saya dengar lagunya ayah dengar lagunya tadi pas mau dengar ada film kamu aku mau nonton lagunya kayak lagu lagu horor yang
757,,,game masterpiece
758,,,miuw itu hati nya buat apa
759,,,miawu
760,,,lanjutnya kapan sih
761,,,beep beep beep beep
762,,,lincoln loud menangis ronnie anne sid chang anak suka tidak sedikit orang
764,,,ko a
765,,,gamenya yang mudah aja game ini game hantu yang menyeramkan itulah miaw aug contohkan pang miawaug tolong di mana yang tampangtampang ajeng
766,,,dulu miawaug orang tuanya di tinggal pas miawaug kecil apa
767,,,gua pas pertama liat kek nya ini game horor biasa deh sampai ending gua tonton wau gila ceritanya
768,,,kaget weh
769,,,mungkin nama bundanya maya
770,,,inilah pas adegan hati ron berdetak sangat kencang dan kalian liat lampu nya kedip kan nahhh itu disebabkan olahraga hati ron yang berdetak kencang maaf kalau salah
771,,,zelda ada kok di pc kenapa enggak walaupun illegal
772,,,baru bulan lalu beli switch1 oled ok lah 1080p walaupun kalah sama switch2 yang bisa 4k tapi baterai lebih kuat daripada switch2 2x lipat lau bisa cfw jadi gak perlu byk biaya untuk tambah game
773,,,ya ampun barusan cekout orens dapat 8jt
774,,,anda tidak tahu seberapa licik nintendo
775,,,buat saya aja bang switch nya gak kesampaian buat beli
776,,,kenapa harus jadi browser di mario kart
777,,,pov my bini kalau beli nintendo
778,,,atau jt kok rasanya mahal ya sayang bet uangnya buat maen game tpi kenapa ya klo beda lagi dengan hp belasan juta rasanya masih bisa lah ya apa daya
779,,,bg ngeri bngt bg
780,,,konsole idaman gua dari dulu ps udah ps udah ps udah ps gak tertarik ps ngaca diri gak sanggup pc gaming 10jt ke atas udah tinggal nintendo switch yg belum
781,,,gw kemarin pas ditoko bingung antara switch sama oled dengan harga beda setengah harga akhirnya gw pilih oled karena pas liat langsung layarnya emng lebih mantep oled dimana setiap hari layar yg diliat secara grip juga switch2 lebih ramping lebih gede juga jadi pegel kalo kelamaan udah gitu di jepang region lock itu lah alasan utama sebenernya jadinya gw ambil oled akun gw masih bisa dipake disitu
782,,,kalo gue beli nintendo switch mending untuk main party bareng keluarga atau game2 exclusive aja kalo game ada di pc mending beli di steam lebih murah
783,,,hargannya gak segitu pajaknya gak ngotak
784,,,cewek jg happy sih kalo dibeliin ini
785,,,gue pilih ps5
786,,,koq bisa lebih mahal daripada ps5 digital
787,,,yooo monster hunter got mentioned
788,,,biru oren itu bg bukan biru merah wkwkkw izin
789,,,nunggu cfw wkwk
790,,,game juta jadi inget kata abang an penjaga toko games di kota gw pas beli game ps4 iseng nanya ttg switch oled dia bilang nintendo bukan buat gamers umum mau yg baru atau yg second nintendo memang khusus buat orang fanatik mau tua atau bocah pasti dia orangnya fanatik nintendo dan yg pasti dia kaya gak ragu keluar duit banyak demi game makanya kalo ada org biasa main ps trus beli nintendo slogan dia selamat upgrade kelas bang setelah gw pikir iyaa juga yaa nintendo pasarnya memang bukan orang random sprti gw dimana lagi nyari game pokemon zelda mario selain di nintendo mau harganya 2jt per game kalo pasarnya org fanatik nintendo kaya pasti dibeli jirr saran gw buat kalian yg mikir mau beli nintendo kalo masih mikir ragu mubazir ga tega ngeluarin duit sejuta buat beli game mending tahan dulu niat beli nintendonya mending versi lite aja dulu
791,,,kocak ya untuk orang2 yang suka promosi in baranggame dulu si oled di puja sekarang di hina bisa aja lidah padahal oled masih ok bagus yang switch udh pasti bagus bukan berarti yang oled jadi sampah atau jadul banget lebay kata katanya masih keren lah bro oled switch yang ngga usah di tanya yaa pasti keren juga
792,,,kerja bulan nabung buat beli ns2
793,,,oke aku akan nabung
794,,,efek di menu nya kali pas nyambungin joycon pas nyala
795,,,pengen banget ns2 bisa maen zelda 60fps
796,,,buat yang pro better steam deck buat yang mau noltagia dan lebih user friendly pilihannya nintendo switch karena banyak game party
797,,,grafisnya gitu2 aja berasa maen di ps3
798,,,mahal ternyata
799,,,lagi ngumpulin buat beli ini semoga gak ada kendala apa apaaa huhu
800,,,kalau layar bukan miniled atau oled maka hdr nya itu hdr palsu
801,,,gamenya bagus banget join discordku motionime follow instagram ku festival motionimefest toko top up game ku windah topup
802,,,garing bet garing
803,,,loh satpamnya cewek
804,,,seru bang game nyaaa
805,,,anomail beta buka kadang ayamnya hilang
806,,,gakuattt sepanjang video ngakak terus
807,,,kasian ya developer nya buat nya mahal kaya film nya
808,,,baru klik ni live udah di bikin ngakak sama lagu nya
809,,,beta buka gudang bendderaaa nya ilang
810,,,bg windahhhhh aku gak luluss aku ditolak snbp
811,,,game keren
812,,,bang kenapa gak didorong
813,,,bang kenapa gak didoro g
814,,,thanks yaa bang windah whatt a game
815,,,bocilnya bilang benderanya telah hilang dibelakangnya ada senjapda
816,,,bahasa inggris kan bukan bahasa asing
817,,,hd an yg di game
818,,,itu kunci atau apa jir
819,,,check point
820,,,harusnya adain nobar movie absolute cinema ini bang
821,,,bayar kagak bang
822,,,game absurd jir
823,,,cuma bg windah yg ngaku film nya bagus
824,,,aduhhh aduhhh
825,,,lebih bagus dari rdr ii
826,,,lebih bagusan gamenya bang cihuy
827,,,susah ngambil yg mengang bendera malah temennya
828,,,anjir game rusak
829,,,hhhhhhhh
830,,,jarang loh game indo ada dengan gaya pixel gini game ini bagus bgt
831,,,gw udh tamat a space for the unbound nguras emosi banget gw juga main until then cuman belum tamat
832,,,padahal banyak loh game indonesia yang grafik pixel kayak a space for the unbound tapi bagus banget contoh kayak citampi story dan saudaranya cisini story potion permit dan game lainnya banyak loh yang bagus tapi a space for the unbound bikin mewek anjir
833,,,asal mereka tau bikin game pixel itu lebih merepotkan daripada 3d
834,,,biasa bocil
835,,,barusan selesai main dan yap nangis wak sad bener dan bagus story nya
836,,,gua hampir nangis pas sampai di ending
837,,,baru main di asli lebih bagus daripada until then
838,,,benar kau bang
839,,,percuma kalo grafik jd cerita kg jelas
840,,,apa cuma gw doang yg paling suka grafiknya
841,,,gw bingung kenapa banyak orang ga ngerti seni dari pixel art
842,,,saya sebagai warga melaysia ini game memang bagus banyak buat saya terharu
843,,,yang bilang grafik burik gak tau apa itu game
844,,,ini cuma d nintendo d ps ada juga
845,,,kenapa kalian pikir pixel itu jelek justru pixel itu bagus dan susah banget buatnya pixel itu punya ciri khas sendiri lebih tenang dan kalem kalau dilihat aku setiap liat gambar pixel itu berasa tenang aja diliatnya untuk bocah mungkin gak akan tau mereka kan kebanyakan udah liat game game yang grafik hd atau bahkan realistis yang jadinya nganggep nya pixel ini burik ya padahal enggak
846,,,pada gatau pixel art
847,,,gue udah berkali kali ngelihat endingnya pun terus berusaha menahan air mata
848,,,bahkan raja kikir sampe nangis main a space for the unbound
849,,,belum pernah main coba aja main
850,,,yang ngelewatin game ini karena grafik kasian banget sih pfft
851,,,biasa penyepong grafik mana mau mereka ngikutin jalan cerita lebih mentingin grafik yang wah gitu
852,,,itu yg julid suruh buat hello world di html aja panik
853,,,game masterpiece gini ada yg ngejek otaknya busuk
854,,,nggak punya pc
855,,,pasti bocil epep yg komen padahal gamenya bagus dari segi cerita gw uda taun udah bapakbapak lah juga bisa down gegara alur ceritanya njir ampe di ejek ama anak ih bapak nagis kan asw
856,,,yg ngejulid kaga maen itu
857,,,gw klo main game pixel kek ya biasa aja gitu tp pas main a space for the unbound ni biarpun pixel tp kek wah ini keren bgt cantik bgt
858,,,maklum lah grafik nya kek gitu kan game pixel bukan game kek yang kek gta atau horizon
859,,,rivew yg baru bang sekarang udah keluar yang asus rog xbox ally x
860,,,emang bener
861,,,coba rog xbox ally x
862,,,busettt
863,,,yg xbox bang
864,,,baru mau ngasih kabar baru kebeli kemaren alhamdulillah butuh 2taun teryata
865,,,bisa word excel ppt gt sambil kerja
866,,,ok gas beli
867,,,berarti bisa dipake buat presentasi ya jadi ga bwa laptop
868,,,buat review steamdeck dong
869,,,baru beli di dpt dibawah 7jt yaa lumayan lah ya z1 extreme sama kek ally x
870,,,itu game nya beli apa gmn
871,,,speknya gila ryzen z1 extreme udah kayak otak laptop gaming kelas atas
872,,,gaming genggam keren banget ini laptop asus rog ok banget
873,,,bisa main minecraft gak
874,,,minggu kmrn temen jual 9jt
875,,,dan seri x pun da lahir
876,,,bisa buat pasang monitor gak ya jadi layar rog nya mati terus kerja pc mode monitor gitu rencananya
877,,,pas kecil banyak buat main game pas sudah dewasa kebeli alat game nya tp gk ada waktu main
878,,,gapaham jokesnya sumpah
879,,,itu pakai flashdisk bisa gak
881,,,ini kalo gini gamenya udah ada didalemnya apa gimana
882,,,bang cara install mod di rpcsxx3 gimana
883,,,msi jt
884,,,ps cara yg samakah
885,,,mengahayal dulu aja dah
886,,,bisa kartu sim gak sih apa wifi ya
887,,,horror indo never fail gila guys nunggu gta main di server gta roleplay ku dulu aja imeroleplay tempat top up terbaikku cuma di cari cuan tambahan jadi clipper di follow ig game roblox ku join discord paling ramai di indonesia join komunitas studio game roblox ku koleksi tcg pribadiku beli kebutuhan tcg di tokoku bbrosvault festival motionimefest follow instagram ku
888,,,nama game nya apa
889,,,gaiss maat oot tolong doainn aku ya biar jerawat aku cepet sembuhh soalnya ini lagi breakoutt katanya kalau orang nge aminin bakal terkabull makasiii
890,,,kenapa jadi istiqomah anj
891,,,reza auditore awokawok
892,,,paan sih bang windah stalking nayla mulu
893,,,terdiam
894,,,gw menangis nonton ini banggame nya bagus
895,,,bang aku bocil replay kok gaada live chat nya
896,,,astaga reg
897,,,lagi tegang seret tubuh vito keluar pula la iklam dracin
898,,,baru windah ngomong jaman windah toxic lu pada kemana
899,,,when yah mbg gua muncul
900,,,bang lu napas aja udah lawak
901,,,lucu bbgttt
902,,,streamer bnyk teori
903,,,w pantun
904,,,kok ada costumer yang mirip jarjit game plagiat
905,,,alvinnnnnn windah mentioned you udah ga perlu caper lagi
906,,,bang windah pinter bgtt coyyyy
908,,,nyesel gak lihat livenya
909,,,waspada klo bng windah buka barbershop guys takut di gundulin semua
910,,,horror indo never fail
911,,,bang kok gaada live chat nya
912,,,anjir reza yahuditore
913,,,muka pelanggannya muka pria solo semua
914,,,game dino nya keren
916,,,kok game nya seperti linda
917,,,gamenya mirip dreadout
918,,,keren
919,,,mirip game cineris somnia
920,,,wehh yg buat geme nya berasal dari minang kah di menit ada foto jam gadang huaaa bangga bgt ak
921,,,mantap miawaug
922,,,kaya bukan game indo kaya game jepang kalian ss jadikan wallpaper bagus tuh oh iya game indo dong ada pohon pisangnya dari tempatny latar belakang nya kaya didesa ada kemajuan nih game indonesia dan diseragam karakter nya ada bendera indo jauh sekali kuncinya ada disitu sebelah pintunya ada disini kan muter yh kaya kareggie kaget ikit gk kaget kaget sekali itu mungkin yg tadi melayang mybe karakter ko gk kaget kaya biasa biasa aja malah kita penonton dan kaka reggie yang kaget kaget banget itu woi aku belum siap siap di jumcares kaya macam tuh belum siap sekali tba tba sekali dikagetin seperti itu saya lagi nonton anteng anteng nya oh game ini bisa di handpone
923,,,kak regi jadi keinget dread out
924,,,halo kak regiiiii aku mau reqomend game horor roblox judulnya mie ayam sidoarjo asli seru kakk
925,,,bang regi serem banget dong hampir jantungan aku kalau full liris bahasanya mantap sih semoga dibaca
926,,,asian fatal frame and unme
927,,,bangg regi pliss banyakin game kek gini bang
928,,,budi
929,,,sehat terus bg regi
930,,,ada jam gadang nya heheh
931,,,kak regi
932,,,main life is strange kak regii
933,,,bayar atau enggak dihape
934,,,yg nonton sambil makan mie bilang hadir
935,,,koh reggie request game plaything horror game
936,,,hali bng aku ingat kan main super bear adfenture plissss
937,,,vlog dong kapan2 ayah regi sama ibu negara
938,,,halo cantik
939,,,karakter ny mirip mio fatal frame desain game mirip kayak dreadout dan nuansa fatal frame behh mantapp
940,,,aku taku
941,,,kak regi nama yumna itu nama sepupu ku kakkkkkaa
942,,,ada juga dulu misguided never back home apa ini game yang sama ya
943,,,di dc fc ff fc t td yg
944,,,bang regi spill dong anaknya udah nikah belum
945,,,liat komentar dulu bagian mna aja jumpscarenya ngeri copot jantung
946,,,ka regi sekali kali main game granma dong game nya juga seru bisa mabar juga kak regi
947,,,tak kirakno siapa
948,,,loh kaget aku kok ada dua suara miaug
949,,,ngakak cok suaranya
950,,,windah basudara
951,,,suara motornya
952,,,wihhhh game dari kota pekanbaru kota saya tinggal
953,,,hhehshwhej
954,,,main jumpscare minute from this gameplay in this channel
955,,,2kali ulang 2kali tekejut
958,,,kak regi aku sudah follow aku dari bali rumah ku di denpasar namanya aku wikan rumah jalan denpasar jalan pengiasan warung wikan semoga kak regi ke kerumah ku ke bali terima kasih kak regi semoga kebali makasih ya semoga ke bali terima kasih
959,,,kaget
960,,,suara miawaug dalam game
961,,,awas kaget
962,,,harris caine
963,,,kaget bgttt sumpah jantung ga amann
964,,,gw kaget ada yang lewat
965,,,ada yang ngintip
966,,,ngeri ngeri sedepppp
967,,,lantai ngak sih ka regi knp ngak masuk ksana
968,,,tiap nonton miawaug gw kaget mulu coo
969,,,regi kamu kok gak masuk ke apa gak bisa
970,,,wah ada kak windah basudara nih
971,,,woilah si samsudin fans berat death note kah ada near sama light cik
972,,,yang warna block itu regi be like tenang400
973,,,pohdxgjc jkmdcfl i08iapi auu9au99i0dsi9uqkeu139u31ejkn3rg efvkpjnipjxjefwpjhe8pq u9f eojre joe rqjo no4f qjo efoj rejo 24r09qojec wni9 eqx en08qexrd0ix3r10n8n814r b7 b7oje9j opiqi9mqz89nin0zws 80wzw08 wsz0 wzw8n08wzw8n0wex8 0xe8 wex8 ewx8 ewxnx2e 08xwe8e2x80nx2e8 e38n108b e13b97 3r108n12exn082xen831e 7b3e 108n1 3r0n813 1rn08 r108n13r n8
974,,,damai kah
975,,,di play store ada kak regi ga
976,,,bang berisik
977,,,kak regi coba main roblox
978,,,tadi ada yang komentar ada foto foto bang tadi aku lihat ada foto abang foto kamu itu dijadiin toxic ada dua namanya okto yang yang ada foto kamu
979,,,jkbuibiomk
980,,,kak regi si aci gamespot kedengaran suara miawaug kak regi kamu kenal windah basudara gak
981,,,deep
982,,,miaa
983,,,miawaung jago banget main crap game
984,,,adayang liat adek nya kak regi sumpah sru kaya nya
985,,,miawaung kok bajunya beda
986,,,miawaugepun sorry pun miawaugada yang ngincer gue no dua orang ngincer gue no miawaugsiapa siapa yang megang bomnya aci aci yang bawa miawaugci im coming
987,,,kari
988,,,saya nama al faiz akbar
989,,,miawaug di mana
990,,,bang sapa aku
991,,,eh kak nata halo kak nata hehehehe
992,,,seru banget
993,,,aci wida yeka
994,,,lucu si game ini
996,,,tapi seru juga ya ayo semangat semua youtuber
997,,,rasain tu busu
998,,,barangnya kamu ketawain bang aci
999,,,semangat bang darlung gaming
1000,,,akhirnya bro darlung menyentuh rumput semangat bang darlung semoga sehat
1001,,,banggggg
1002,,,bandar lampung
1003,,,ches day
1004,,,aku jelasin wa darluuung itu temen nya bg darluuung ini aku kasih tau
1005,,,bang rumah kamu di
1006,,,bank seharian di rumah
1007,,,nama film ku dirga
1008,,,tarling ku bikin film yang lagi ya film
1009,,,wkwkwkwk
1010,,,halloh
1011,,,gemes
1012,,,kaitancati kanabila bangbikin
1013,,,bang yobain kurir mbg bang biar lebih seru
1014,,,ftgggggffxh
1015,,,bang darlung aku nonton vidio kamu terus tiap jam aku udah subscribe
1016,,,halo
1017,,,mantap bang semoga sehat selalu
1018,,,ni lah youtuber favorit ku
1020,,,bg darlung muka nya mirip pemain profesional nama ny ginting
1021,,,zcvxbzc
1022,,,wajahnya mana woi
1023,,,loding
1025,,,ygufigiggt
1026,,,lah muka asli gaming real itu abg
1027,,,hxgfhfhg
1028,,,kayaknya itu
1029,,,woi mana muka aslinya itu malah kelihatan ada orang yang nonton youtube tapi loading jaringannya karena jelek ngapain lu nambah itu orang nama penasaran kasih muka asli lu
1030,,,bang coba ke rumah aku dong bang gaming real in ikan melati dan kamen rider ke sini ayah di sini bang please ya
1031,,,aku mau lihat muka kamu pemain real maaf ya ini teman aku namanya kiki lia aku angelita nisa dipanggil nisa kiki dipanggilnya dia maaf ya bang soalnya apa ya teman aku ini tuh dia nggak bisa ngomong jelas maaf banget sumpah
1032,,,gaming real bang dan rel kayak mana aku pengen lihat
1033,,,bang tolong tunjukkan gaming real
1034,,,muka nya engga keliatan
1035,,,mana bang muka asli gaming rael nya
1036,,,dgbb
1037,,,lah lu hantu bg
1038,,,bang kok gelap bang
1039,,,aku mau tau
1040,,,saya
1041,,,curang gaming real padahal dah subrek dan like
1042,,,scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam scam
1043,,,udah tau
1044,,,mana
1045,,,ireng
1046,,,aku tahu wajah reedi craft sama muka atun dan momon
1047,,,pak gm
1048,,,aku suka pak gm
1049,,,payudan
1050,,,aku sudah tau
1051,,,youtube favorit ku akudav
1052,,,kedua aku sudah tahu
1053,,,kalo gw udah tau redi craft itu juga faforit gw
1054,,,ka fny candara
1055,,,bawa aku udah tahu bang
1056,,,keikei
1057,,,atun bo bo
1058,,,yang dukung bangjblox
1059,,,bang jeblok kali
1060,,,aku suka reedi craft dia jadi toy bonnie cosplay
1061,,,moen ganteng banget
1062,,,bangjblox iam coming for you i like you yang dukung bangjblox kumpul aku udah tau dari wajah atun momon
1063,,,aku mah azuya
1064,,,aku tau
1065,,,atun
1066,,,tolong wifi gua ngelek
1067,,,aku akudav
1068,,,p gm
1069,,,ya atunmomon
1070,,,apil
1071,,,gua tau atun
1072,,,kei kei sama akubav
1073,,,atun aku udah tau wajah nya
